12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;6
12:01;RE5;5006118;7800;4
12:01;RE5;5006118;7800;5
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;1
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;1
12:01;RE5;5006118;7800;9
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;3
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;3
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;8
12:01;RE5;5006118;7800;7
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;7
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;1
12:01;RE5;5006118;7800;2
12:01;RE5;5006118;7800;5
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;1
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;3
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;2
12:01;RE5;5006118;7800;1
12:01;RE5;5006118;7800;6
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;3
12:01;RE5;5006118;7800;5
12:01;RE5;5006118;7800;1
12:01;RE5;5006118;7800;2
12:01;RE5;5006118;7800;5
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;4
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;9
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;5
12:01;RE5;5006118;7800;7
12:01;RE5;5006118;7800;6
12:01;RE5;5006118;7800;5
12:01;RE5;5006118;7800;6
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;6
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;1
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;3
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;3
12:01;RE5;5006118;7800;6
12:01;RE5;5006118;7800;7
12:01;RE5;5006118;7800;1
12:01;RE5;5006118;7800;2
12:01;RE5;5006118;7800;1
12:01;RE5;5006118;7800;8
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;6
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;3
12:01;RE5;5006118;7800;1
12:01;RE5;5006118;7800;6
12:01;RE5;5006118;7800;5
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;4
12:01;RE5;5006118;7800;3
12:01;RE5;5006118;7800;7
12:01;RE5;5006118;7800;1
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;5
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;3
12:01;RE5;5006118;7800;6
12:01;RE5;5006118;7800;8
12:01;RE5;5006118;7800;0
12:01;RE5;5006118;7800;0
